CPU,Memory,Cost,Tag_encoded,Cloud_encoded
0.7652945573298787,1.0508361042477934,-0.07778509204815226,7,0
0.27438028984494367,0.7855331108922056,-0.49676876288716054,10,0
-0.39288663074255137,-0.5931804592715781,-1.0884608496635746,9,0
-2.3149324005120238,-1.9450763983380464,-0.07020739189733388,7,1
-0.7837356287704158,-1.106546540277336,-0.8172423317655277,14,1
2.2548800289012196,1.0714282138403755,0.07282169844936602,0,0
-0.9160001185973354,-0.7598328810906115,-1.5267045083859132,15,0
-0.25517304208381075,0.2400816498235883,0.8091215631039006,6,0
0.21196333958954303,-0.21629696510037363,-0.06705001683449278,4,1
-0.3071871672966443,0.4091285029905963,-1.567434646696563,15,1
0.15895846913456013,-0.08747655857933903,0.9158408402279282,6,1
-1.1750799994193546,-1.2660156680524453,-0.2719636584128774,0,0
-0.5776606184033795,-0.8987098992731393,0.3607743041804705,2,1
0.8232531539956071,0.20416517960396904,-0.3480563974273468,10,0
0.6018215923752581,0.5087368470663403,-0.7136804297043412,5,1
1.0773793086068806,1.0182718379153388,0.5161171572722505,0,2
0.3481908103850598,0.5417799996683899,0.07503186099335477,10,0
2.2548800289012196,1.6695571645644343,0.12365543696110701,6,2
0.35958438066977594,-0.0233057984536195,0.07818923605619586,7,0
-0.4508452274082801,-0.5021920680485428,-1.0373113736455493,1,0
-0.695063929598061,-0.3499062343173572,2.3934923696375425,13,2
0.255060757623034,-0.14590068346991997,0.3573011916113454,10,0
-0.6004477589728113,-0.9135553736305816,-0.04589560391345765,2,1
-2.3570390733033655,-2.1356731336368258,-0.5198176008459001,7,2
-0.11795482604614464,0.0039907189132911405,-0.8286088819917555,14,1
0.0093559375700292,-0.6607034232844624,0.8154363132295824,11,1
0.07920347714154853,0.052837118411973465,1.3490326988497212,13,1
-0.2957935970119285,-0.3925271123113054,1.9366201980444417,6,1
1.044684715615956,0.6571915906407665,-0.815032169221539,14,0
1.278500592763171,1.5689910479495006,-1.0742526618807897,9,2
-0.857546149310532,-1.3392852673004687,-0.8333449445860172,14,0
0.2823062517821372,-0.22970578064903152,-0.024109715979854427,7,2
-0.7941384538129822,0.03607609897615108,-0.5128713757076498,10,2
-0.29232598866440623,0.04325939302007486,2.3511835437954725,13,0
-1.407409758703345,-1.5102476655458563,2.818790790602233,13,2
-1.153283604092072,-0.8943999228467848,1.8977844847714966,6,1
0.2491162861701385,0.5063424157183657,-0.6107500026557227,10,1
0.22731989084285592,-0.29004545061799175,-1.1023532999400751,14,1
2.1221201664532248,2.3026448129689228,-0.46929959984044345,5,1
-0.6440405496273768,-0.625265839334438,-0.7493587679144451,9,0
0.7588547132559084,0.46420042399401235,-0.27985709606998005,2,2
0.8093827206055181,0.9004658155949874,0.23668946421081677,10,1
-0.2100941335660214,0.0839647259356434,-0.8131377441838344,9,1
0.06335155326716112,-0.41359810817348186,0.6338872471162217,12,0
-0.17343655960650078,-0.5874338240364392,-0.6761076664565325,9,0
-0.3775300794892385,-0.29722874466191557,0.26605305229523885,12,2
0.21642169317921464,0.5077790745271505,0.15491345008323354,10,0
0.5022516955392626,1.0182718379153388,0.508855194627716,6,1
0.34472320203753753,0.7328556212367643,0.12397117446739127,12,0
0.8326652337960252,1.141824495470829,2.709229875921648,3,2
0.484913653801651,1.819448566947645,0.17101606290372284,2,0
0.23276898967467657,0.01883619327073387,-0.3376370597199713,10,0
-0.4072524367537149,-0.400189292624824,-0.9050173585125092,9,1
-0.34384474125616526,-0.8307080489906601,0.21079898869552033,10,1
0.0831664581101453,0.17351645834989393,-0.22965483257080715,0,1
2.1558055046862985,2.3026448129689228,-0.584859527140426,1,2
-1.7799299697514492,-1.4666690150127182,-1.024366135887901,9,0
-0.6623693366071371,-0.5400240833465416,-0.3161669092926522,4,2
1.5999974238405903,1.8912815073868836,-0.9656389597190574,14,0
0.647395873514122,1.1628954913330056,-0.23123352010222759,7,0
1.528663766405847,0.23433501458844933,-0.7218896048677278,5,1
-0.18582087513336595,-0.2186913964483481,0.051667285528330886,0,1
-0.19969130852345462,-0.6123359100553749,-0.8270301944603351,14,2
-0.08872784140274305,-0.041982362967821533,-0.7506217179395814,1,1
-0.8496201873733384,-1.061052344665818,-0.07967951708585697,2,1
0.6028123376174078,0.6964602647475499,-0.16019258118830382,10,1
1.115523000429625,1.363069952023683,-1.5027084579083212,15,1
-0.20860801570279752,-0.3671461400227744,0.11891937436684547,7,1
-0.4998871168946662,-0.6693233761371711,0.177015075523121,10,1
0.34868618300613463,0.8985502705166081,-0.37868293553690496,12,0
0.6919794094108368,1.578089887071804,1.270414059784979,11,2
-0.3894190223950291,0.39332525609396385,0.06776989834882043,5,2
0.14360191788124757,-0.22635357676186704,-1.4512432443840118,15,1
-0.44093777498678816,0.24630717132832242,-0.3490036099461991,10,1
0.5943910030591394,1.2246718201107503,-0.14187980582382573,5,1
-1.502025929328595,-1.593094990185778,0.21490357627721357,7,1
0.5820066875322742,0.029371691201822127,1.2394717841691365,11,1
-1.8378885664171782,-1.1103776304340953,-0.1283030930536092,4,1
0.6825673296104194,0.6773048139637533,0.24837175194332883,6,0
-0.3606874103727017,0.07390811427414998,1.746861956767694,13,0
-1.2657331890760077,-1.2899599815321914,0.993512266773818,4,0
-0.5667624207397381,-0.6314913608391721,0.28215566511572815,12,2
0.1673798036928285,-0.4308380138788991,-1.5248100833482086,15,0
-0.5826143446141255,-0.9442040948846567,0.8369064636569018,13,2
0.4888766347702478,1.520144648450818,-0.9918451727406382,9,0
-0.2804370457586156,0.38614196205003976,-1.104563462484064,9,1
0.22533840035855754,-0.400189292624824,-0.8058757815393,14,0
2.0547494899870786,2.3026448129689228,1.5529991279092532,3,0
1.1378147683779825,0.23816610474520863,1.3452438487743117,8,0
-0.07337129014943014,0.31143570399323195,0.9117362526462349,3,1
-1.8309533497221337,-1.779860635327798,-0.5621264266879704,5,2
-1.6798647002943785,-1.3091154323159886,0.2799455025717394,4,1
-1.1513021136077737,-0.3029753798970545,0.302994340530479,0,0
0.20056976930482723,0.5441744310163646,1.8693681092059273,6,1
-1.502025929328595,-0.7909604886142815,2.5453621101601973,11,2
-2.1608715153578215,-2.266887971505835,0.7983864878902409,13,2
0.030161587655162754,0.38614196205003976,0.9231028028724627,4,2
-0.03671371618990918,-0.9015832168907085,0.47538701896160074,7,0
0.660275561662062,0.5211878900758081,-1.0256290859130375,9,0
0.24168569685401947,1.0915414371633616,0.0936603738641171,12,0
1.8630402856312063,2.3026448129689228,-1.000054347904025,9,1
1.353301858545436,0.8832259098895702,-1.1481352383512706,9,0
0.9693880772126161,0.2707303710776634,-0.8829157330726218,14,1
-0.32105760068673334,-0.4959665465438086,-1.3249482418703695,16,0
-1.493109222149252,-1.4159070704356562,-0.6593735786234749,14,0
1.0268513012572702,0.12227562750323713,-0.6028565649986201,12,0
0.3526491639747314,-0.3781605242234575,0.13028592459307325,4,0
1.8580865594204599,0.9004658155949874,-0.5330785761098327,10,1
-0.4468822464396833,-0.9595284555116945,0.49338405681979497,3,0
-1.1473391326391766,-1.2090282019706493,1.7036059184067718,8,1
-0.5984662684885129,-0.12626634641652792,2.121958114233212,3,0
0.7846140895517877,0.9828342539653142,0.7323973490768627,3,2
0.0009346030117608084,-0.40354149651198845,0.9231028028724627,6,0
1.117009118292849,1.5105669230589194,-0.04210675383804846,7,1
-0.0882324687816682,-0.27663663506933384,-0.30132724649729925,0,2
-0.14074196661557659,-0.3685827988315592,-0.3196400218617773,0,2
1.5301498842690708,2.199684265006014,-0.20218566952409003,2,1
1.294352516637558,1.8979859151612124,-1.352733142423371,16,1
-0.5940079148988413,-0.7358885676108654,-0.037686428750070965,7,0
0.05047186511922144,-0.27998883895649834,-1.0963542873206773,1,1
-0.554378105212873,-0.9585706829725047,-0.3764727729929162,12,0
-2.2059504238756102,-1.754479663039267,-1.1140355876725871,9,0
-0.2982704601173014,-0.4825577309951507,1.7989586453045716,6,1
1.8476837343778933,1.5934142476988413,0.10786856164690173,2,0
-0.6549387472910181,-1.0337558272989076,-0.34679344740221035,0,0
-1.333599238163229,-0.987782745417795,-0.46045894966448847,10,2
-0.5553688504550219,-0.6755488976419048,-1.1433991757570088,9,0
-0.5112806871793824,-0.1028009192063766,0.2553179770815791,2,1
-2.175237321368985,-2.2343237051733804,0.5423233702938313,7,0
-0.34334936863509075,-0.6645345134412217,-1.5548051464451986,15,0
1.0669764835643134,0.37752200919733114,-0.7907203812376629,9,0
-0.25814527781025814,0.049963800794403816,0.2752094399774779,0,2
0.8024475039104743,0.4694681729595565,2.2138377285618867,3,0
-0.5776606184033795,-1.2755933934443437,-0.6688457038119983,1,0
0.5973632387855872,0.3032946374101182,-0.08978311728694835,5,2
-1.1270288551751177,-0.6401113136918808,-1.4948150202512185,15,2
0.3273851602999266,0.3693809426142177,0.0841882486755938,10,2
-0.4087385546169388,-0.49500877400461896,1.1254905444005743,11,2
0.0896063021841153,0.3138301353412064,2.2640399920610594,3,0
1.5484786712488308,0.5891897403582873,0.778495024994342,6,2
1.1348425326515348,1.7188824503327114,1.1308580820074041,6,0
-1.2563211092755902,-0.999276015888073,-1.293058753735675,16,1
0.6092521816913775,-0.01564361814010055,0.05040433550319449,12,0
-0.6202626638157955,-0.19235265162062745,-1.1860237391053632,16,1
0.4546959239161001,0.7793075893874718,0.8514303889459705,3,1
-1.1706216458296832,-0.45621898616743006,0.9461516408312022,4,0
-1.204802356683831,-0.794312692501446,-1.2535915654501617,16,1
2.2548800289012196,1.9468323146598945,-1.16423785117176,14,0
-0.8768656815324416,-1.1759850493685997,-0.7209423923488756,14,1
1.1581250458420413,0.771166522804358,-1.0625703741482777,14,1
